label,notes
dominant-13th,1626384247
major-seventh,16404449
dominant-ninth,26373842
suspended-fourth,28414650
dominant,32424750
dominant,28505357
major-seventh,2839444751
diminished,293235
major,22354044
major,23475256
major,25354044
major,22354044
major,23354044
major,27354044
major,30404447
major-seventh,1623353944
dominant,32384447
major,20253035
dominant,37424752
major,27323742
dominant,27323741
major,25303540
dominant,36424751
dominant,29354044
dominant,37424752
dominant,38434853
dominant,37424752
major,32374247
dominant,32384247
major,30354047
dominant,39424953
major,37424752
dominant,37424752
dominant,29354044
dominant,37424752
dominant,37424752
major-seventh,27343742
major-seventh,27343742
major-seventh,28333742
major-seventh,28333742
minor-seventh,28303538
dominant,343742
minor-seventh,23303337
dominant,28333742
minor-seventh,23303338
dominant,28323742
dominant,35373840
major,28323335
dominant,35373840
major,37394042
dominant,35373840
major,35373940
dominant,33363839
dominant,35373840
dominant,36383941
minor-sixth,2837434754
dominant-13th,2838444954
half-diminished,28343845
dominant,28384448
dominant,28384447
dominant,28444753
half-diminished,31414650
dominant,26485357
dominant,353842
dominant,32353842
dominant,32353841
dominant,28414450
minor-sixth,283840434749
dominant,28414450
major-minor,3135374043475154
half-diminished,283843465057
augmented-seventh,2838444855
half-diminished,283843465057
augmented-seventh,2838444855
half-diminished,283843465057
augmented-seventh,2838444855
half-diminished,27374245
major-minor,1623313945
major-minor,16313945
minor-seventh,27394752
half-diminished,38434650
half-diminished,2838434650
dominant,2838414450
minor-seventh,1631353743
dominant-13th,283842444956
minor-seventh,28384350
dominant-13th,1626323744
minor-seventh,28384350
dominant-13th,1626323744
dominant-13th,2838444956
minor-seventh,1631374247
dominant,28384244
half-diminished,16313846
dominant,28384246
dominant,283844
dominant,283238414652
minor-ninth,27394752
half-diminished,28343843
half-diminished,283843465057
dominant,2838414650
minor-seventh,353843
dominant,323744
minor-seventh,28384350
dominant,323744
minor-seventh,28384350
dominant,323744
dominant,32374445
dominant-13th,28384449
half-diminished,2834384346
dominant,303234
minor-seventh,1630313740
half-diminished,2834384346
dominant,2838424446
dominant,283844
dominant,29343840
half-diminished,2834384346
dominant,2838424647
dominant,28384244
major,26323641465052
minor-seventh,283843475055
minor-11th,28384347505457
minor-11th,28384347505457
dominant,2838424452
minor-seventh,162631353843
minor-11th,163135384245
minor-11th,163135384245
dominant,28384244474952
minor-11th,28384347505457
dominant,28384244474952
minor-11th,28384347505457
dominant,283842444952
minor-11th,28384347505457
dominant,283842444952
minor-11th,28384347505457
dominant,29343840
minor-seventh,273947
half-diminished,28343843
half-diminished,283843465057
dominant,2838414650
minor-seventh,353843
dominant,32374445
minor-seventh,28384350
dominant,323744
minor-seventh,28384350
dominant,1626323744
dominant-13th,32384445
major-seventh,2839444956
half-diminished,2834384346
dominant,2832384246
dominant,28384147
minor-seventh,162330313740
major-minor,2837435463
major-seventh,16353944
major-seventh,3040444751
major-seventh,30444754
major-sixth,1628323742
major-seventh,30354042
major-sixth,16323742
major,28323539
minor-seventh,2649525457
minor-seventh,2443475055
minor-seventh,21475054
minor-seventh,1635384347
minor-seventh,16353843
minor-seventh,1635384043
suspended-fourth,283847505457
dominant-ninth,2838444854
dominant-ninth,39404447
dominant,1626323640
minor-seventh,1635384347
minor-ninth,283842434750
minor-ninth,1626353843
minor-ninth,1626353843
minor-seventh,16353843
major-seventh,16353944
dominant,162640444852
minor-seventh,284243
minor-seventh,1635384347
minor-ninth,283842434750
dominant-ninth,1638424447
suspended-fourth,1635384245
suspended-fourth,2838545762
major-seventh,30525661
major-seventh,305252565661
minor-seventh,1635384347
minor-ninth,283842434750
minor-ninth,1626353843
minor-ninth,1626353843
minor-seventh,16353843
minor-seventh,334362
major-seventh,16353944
dominant,162640444852
minor-seventh,284243
minor-seventh,16475055
dominant-ninth,1638424447
suspended-fourth,1635384245
suspended-fourth,2838545762
major-seventh,30525661
major-seventh,16353944
major-seventh,3040444751
major-seventh,16323742
major-seventh,3040444751
major-seventh,16353944
major-seventh,3040444751
major-seventh,16323742
major-seventh,3040444751
minor,28354355
major,285964
major,234452
suspended-fourth,2835455054
major,164447
major,32565964
major-seventh,285361
major,2040444752
major,284451
minor-seventh,284352
suspended-fourth,284447
major-seventh,234447
suspended-fourth,285054
major,284447
major-seventh,28394449
dominant-ninth,28384244
minor-seventh,28384345
dominant,283844
minor-seventh,28384345
dominant,28384446
major-seventh,284447
minor-seventh,16353843
dominant-13th,2838424954
major-seventh,28353944
dominant,284246
minor-seventh,28384348
dominant,28384449
dominant,323843
dominant,28384244
minor-seventh,2838444855
dominant,28414450
minor-seventh,2838424752
dominant,2832384248
minor-seventh,2838434754
dominant,283238414449
major-seventh,28475156
minor-seventh,384247
dominant,323740
minor-seventh,28475055
minor-seventh,28384247
minor-seventh,40475055
half-diminished,40464955
minor-seventh,38434752
minor-seventh,35434750
major-seventh,28353944
minor-seventh,28353843
dominant,2838414449
dominant,2838414449
major-seventh,2839424447
minor-seventh,28384346
dominant,28384449
minor-seventh,28475055
minor-seventh,28444855
suspended-fourth,28384246
dominant,2838404247
major,162847
dominant-13th,162856
minor-seventh,28475057
dominant,28384552
major-seventh,28353944
dominant,284246
major,32424752
dominant,283844
dominant,28444852
dominant,2832384247
dominant-13th,285058
suspended-fourth,284756
dominant-13th,323740
minor-seventh,2838434752
dominant-13th,2838444956
dominant,28384247
major-seventh,28353944
major-seventh,27323540
minor-seventh,28353843
minor-seventh,26384247
dominant,2026323540
dominant,2838424649
dominant-13th,2838444649
minor-seventh,284345
dominant-ninth,28384247
dominant,28384346
minor-seventh,28384347
minor-seventh,28384348
minor-seventh,28384349
minor-seventh,2838424350
dominant-ninth,2838424451
major-seventh,28444751
dominant-ninth,32384247
minor,28353843
dominant,2838444954
minor-seventh,2838465257
minor-seventh,16555964
major-minor,28394347
minor-seventh,28353843
half-diminished,28353843
major-seventh,40475156
dominant,2838424448
minor-seventh,2838444855
dominant,28475056
minor-seventh,2838465056
dominant,283841444750
minor,2838434752
dominant,2838424547
minor-seventh,28384347
dominant-13th,283850535661
major-seventh,2839596368
suspended-fourth,28384246
suspended-fourth,28384245
suspended-fourth,28384245
suspended-fourth,2838424549
minor-seventh,2838404449
minor-seventh,2838404449
dominant-13th,2838404448
major-seventh,28353944
minor-seventh,28384348
minor-seventh,2838434752
dominant-ninth,2838444853
dominant,28343842
major-seventh,28353944
major-seventh,28394447
half-diminished,28384346
minor-seventh,2838475055
minor-seventh,283842
minor-ninth,283842
major-seventh,303539
minor-seventh,28353843
dominant,2838475056
suspended-fourth,2838424752
major-minor,2838444855
dominant-ninth,28384247
dominant,16263236
minor-seventh,28434752
dominant,2838404448
major-seventh,28434754
dominant,283842444952
minor-seventh,283135455054
major-seventh,283539424447
dominant,2838424449
minor-seventh,283135384245
major-seventh,283542444751
dominant,2832374042
minor-seventh,283543455054
major-seventh,2839475154
dominant,283235384244
minor-seventh,283538424345
major-seventh,283235394244
dominant,283538424447
minor-seventh,2842434750
major-seventh,283542444751
dominant,2838495456
major-seventh,163035394447
dominant,283842475056
major-seventh,283951525659
dominant,283844475052
minor-seventh,283542434750
major-seventh,283542475156
dominant,283538404449
major-seventh,283944475156
dominant,404447495256
major-seventh,28353942424447
dominant,3032374047
minor-seventh,33384259
major-seventh,2730323556
dominant,18202544
minor-seventh,2326303355
major-seventh,1820232732
dominant,25283042
minor-seventh,3133384255
major-seventh,23273040
dominant,3538424459
minor-seventh,2630313352
major-seventh,3539424468
dominant,2630323556
minor-seventh,3031353857
major-seventh,18202327
dominant,25303247
major-seventh,3539444771
dominant,18232632
major-seventh,2728323552
dominant,3235384050
minor-seventh,303135384952
major-seventh,3035394451
dominant,2628323744
major-seventh,3235394452
dominant,3237404449
major-seventh,2730323545
dominant,3032374047
minor-seventh,33384259
major-seventh,2730323563
dominant,18202561
minor-seventh,2326303371
major-seventh,1820232744
dominant,25283046
minor-seventh,3133384259
major-seventh,23273049
dominant,3538424462
minor-seventh,2630313362
major-seventh,3539424466
dominant,2630323568
minor-seventh,3031353866
major-seventh,1820232744
dominant,25303259
major-seventh,35394447
dominant,1823263256
major-seventh,2728323559
dominant,32353840
minor-seventh,3031353859
major-seventh,3035394473
dominant,2628323762
major-seventh,3235394462
dominant,3237404044
major-seventh,2730323544
major,35394044
dominant,2438434448
dominant,2344474954
dominant,2144495054
dominant,34373842
dominant,32373842
minor-ninth,2755596266
dominant-13th,2838414449
major,2044475154
minor-seventh,3555596266
dominant,3044475054
major,3044475154
minor-seventh,2838424347
dominant,32373842
major,2030323539
dominant,3344475053
dominant,2332363841
dominant-13th,2738444649
minor-seventh,2130313538
dominant,3350535658
major,32353942
dominant,2438434448
dominant-13th,2344495054
dominant-13th,2144495054
minor-11th,2652575862
dominant,2850555660
minor,2855596166
dominant,32363843
dominant,32363843
minor,2850545561
minor,2338424349
half-diminished,2438404346
dominant,3144464852
minor,3349545559
dominant,2044495054
diminished-seventh,2543464952
minor-seventh,32434750
dominant,3353565962
minor-seventh,2143475054
dominant,2538414448
major,2847515456
major,2830323547
major,2835424447
minor-seventh,283538434750
minor-sixth,2835374347
major-seventh,2835404451
dominant-ninth,2932344348
major,2835424454
minor-seventh,283538434750
minor-sixth,28353747
minor-seventh,2835425459
dominant-ninth,2932343855
major,2835424454
minor-seventh,283538434750
minor-sixth,2835374347
major,2728323539
dominant,263236
minor-seventh,38404347
dominant,2630323437
dominant,23263235
minor-seventh,2628313538
dominant,3235384044
major,23283235
minor-seventh,2326283135
minor-seventh,2326303135
minor-seventh,28384352
minor-seventh,28353843
dominant,2832384246
dominant,2832384248
dominant,2832384246
dominant-13th,2832384149
major,32353740
minor-seventh,28313843
dominant,28323844
major,30323539
dominant-13th,26323746
major-sixth,32374247
minor-seventh,3843505459
dominant-13th,263032374249
dominant,263247
minor-seventh,2331384350
dominant,324044
major,324447
minor-seventh,2843475559
minor-seventh,2843475559
minor-seventh,313855
dominant,32384256
dominant,384452
dominant,38444952
half-diminished,2837434651
major-seventh,2839444751
dominant,28303235
minor-seventh,2835384243
dominant-ninth,2832384248
dominant,2832384249
dominant-ninth,2838424450
major-seventh,28394244
major-seventh,2839444754
dominant,2838424649
major-seventh,28353944
minor-seventh,28353843
dominant,28344043
minor-seventh,2831353843
dominant,28384244
dominant,2838424752
minor-seventh,283842
dominant,28384245
dominant,2838444750
minor-seventh,2838424347
dominant,283852
minor-seventh,2831353843
dominant,28384244
major-sixth,333740
suspended-fourth,28384145
dominant,2838444852
minor-seventh,31384247
dominant,32374147
minor-seventh,2838475055
dominant-13th,2832384249
dominant-13th,28505462
dominant,2838444753
major-seventh,2839475156
minor-seventh,2838434554
minor-seventh,2838404352
major-seventh,28394447
dominant,2838424552
minor-seventh,2838465057
dominant,2838414452
minor-seventh,28384043
dominant,28384249
minor-seventh,2838475255
dominant,1632384146
minor-seventh,28384755
dominant,2838414449
half-diminished,28313439
major-seventh,323539
minor-seventh,283843
dominant,28384247
major-seventh,28475156
half-diminished,31373946
minor-seventh,28353843
minor-seventh,2838475054
dominant,2838465056
dominant,283444505458
major-seventh,28475156
dominant,16384346
dominant,16424649
dominant,163843
minor-seventh,2838434750
dominant,28384147
minor-seventh,2838475055
dominant,28384244
major-seventh,28444651
dominant-ninth,28404246
dominant,2838435562
dominant,2832404855
minor-seventh,28384042
minor-seventh,3345474955
minor-seventh,28313538
diminished,28344046
minor-seventh,273947
minor-seventh,26283840
dominant-ninth,232830354044
suspended-fourth,2828333845
dominant,324749
dominant-ninth,2835424447
dominant-ninth,283235424447
dominant,2832384855
diminished,28344346
major,32404752
dominant,2838424449
minor-seventh,2838404345
dominant,283840425459
minor-seventh,2831424347
minor-seventh,19354042
dominant-ninth,32404251
major,28354452
dominant,283538404447
diminished,28343743
major-sixth,28353744
dominant,32384050
minor,28333543
dominant,32384047
minor,2631333540
major-minor,283740424349
dominant,2832373844
major,32424951
suspended-fourth,283338404554
dominant,2832384044
minor-seventh,283542434757
suspended-fourth,33384149
dominant,283842
dominant-ninth,28424446
major,33404367
diminished,374346
minor-seventh,28314245
dominant,2026283438
minor-seventh,355055
dominant,203542
major,32444752
major,28394244
dominant-ninth,28444756
dominant,323538
dominant,28354252
dominant-ninth,28354447
dominant,283862
dominant,283855
minor-seventh,163135
minor-seventh,263138
minor,284351
suspended-fourth,28334252
dominant,283847
dominant,283845
minor-seventh,28384547
major,233249
dominant,283244
major,28353945
dominant,263252
dominant,37414752
minor-seventh,354350
dominant,283550
dominant,33404552
major,23283539
minor,28354359
dominant,202835
minor-seventh,2131384345
major,283944
major,324756
diminished,284358
minor-seventh,284347
suspended-fourth,28384849
major,28354447
minor,284350
major,3235424752
major,28354449
major,28353951
major-sixth,283744
major-sixth,28384354
dominant,28323850
major-sixth,374447
dominant,19232628323540
suspended-fourth,28384045
minor-seventh,354057
dominant,284473
minor-seventh,284352
suspended-fourth,2835384052
minor,284354
suspended-fourth,283846
major,284447
minor-seventh,26283142
major,354468
dominant,283246
minor-seventh,233857
suspended-fourth,283845
dominant,2832384047
dominant,284048
minor-seventh,284347
major,324759
major-minor,284363
dominant,283840
major,28354447
diminished,233749
major,23283745
dominant,28324155
major,283544
dominant,263247
dominant,37414973
dominant,2630323738425054
dominant,28404254
suspended-fourth,28333544
minor-seventh,28404266
major,3242444752
diminished,2840434851
minor-seventh,283840454754
major,284447495154
suspended-fourth,28334250
dominant,232841
major,284454
dominant,263250
dominant,28384054
minor-seventh,16313545
minor-seventh,284347
dominant,283846
minor-seventh,354759
minor-seventh,283842
dominant,28384051
minor-seventh,2631333540
major,23283547
dominant-ninth,28424459
major,28354447
minor-seventh,283840424343
diminished,283740434649
minor-seventh,2838404347
suspended-fourth,2833353847
dominant,2838445361
major,28324449
minor,28354347495561
minor-seventh,28354042454754
dominant,163138444650
dominant,2844495056
major,3242444751
suspended-fourth,2833384554
dominant,324146
major-minor,28313539475157
suspended-fourth,2833384249
dominant,2832384047
major,28444658
dominant,286274
dominant,28384759
minor-seventh,23385264
major,32353940
minor-seventh,33404345475971
dominant,2835404244464954
minor-seventh,283538404350
minor-seventh,2836434860
major-sixth,28445154
suspended-fourth,283845
minor-seventh,284355
minor-seventh,28436072
major,284450516263
suspended-fourth,2838404250
minor-seventh,284362
minor-seventh,284367
suspended-fourth,284245
minor-seventh,284350
minor-seventh,284364
major,284463
suspended-fourth,28404247
major,283540445252
dominant,2835445156
major,2835404452
minor-seventh,162431384352
dominant,162835374049
major,163244
major,1628444756
major,162844475156
major,1628404452
minor-seventh,1628314043
dominant,1628445056
major,2032404752
major,1628444756
major,2032525964
major,1628444756
dominant-ninth,162840424447
major,162839424447
dominant,374245
dominant,1623323542
dominant-ninth,162835424447
major,2335515963
major,16233940
major,1632475154
major,16284952
major,1628404447
minor-seventh,31384047
minor-seventh,28353843
major-minor,31394247
minor-sixth,37434752
minor-sixth,28353743
major-sixth,32353740
diminished,31343740
major-sixth,32353740
diminished,31343740
major-sixth,2832353740
dominant,2838414447
major-sixth,2835374044
dominant,2841444750
major-sixth,2837404447
dominant,2844475053
major-sixth,2840444749
dominant,2847505356
major-sixth,2844474952
dominant,2844475053
major-sixth,2832353740
major-sixth,25323540
major-sixth,32353740
major-sixth,25323540
major-sixth,32353740
major-sixth,35374044
major-sixth,32353740
major-sixth,2532353740
major-sixth,2835374044
major-sixth,2532353740
major-sixth,40444749
major-sixth,25283235
major-sixth,28374047
minor-seventh,31353840
minor-seventh,26313540
minor-seventh,38404347
minor-seventh,31384047
dominant,32353840
dominant,35384044
dominant,38404447
dominant,40444750
dominant,32353840
dominant,26323540
dominant,28353844
dominant,32384047
dominant,35404450
dominant,38444752
major-sixth,40444749
minor-seventh,40434750
dominant,40444750
major-sixth,28323537
half-diminished,34384043
major-sixth,35404449
half-diminished,28343843
major,32374047
minor-seventh,26313540
dominant,20262835
minor-sixth,25313540
major-minor,31394247
minor-seventh,31384047
minor-sixth,25313540
major-seventh,2835445159
dominant,283538444952
major-seventh,283540445156
dominant-ninth,283538424449
major-sixth,28353739424447
minor-seventh,283538435054
dominant,2835384447
major-seventh,283540515659
dominant,283538444952
major-seventh,16232832353944
dominant-ninth,283538424449
major-sixth,28353739424447
minor-seventh,283543475054
dominant,2835384447
major,162328394447
minor-seventh,2835435054
dominant,2835384447
major-seventh,283540515659
minor-seventh,2835435054
dominant,2835384447
major-seventh,283540515659
minor-seventh,283538434754
dominant,283540505659
major-seventh,283539475659
minor-seventh,283538475557
dominant,283538445052
major-seventh,27303235
dominant,2841444750
minor-seventh,26303135
dominant,2835384145
half-diminished,2846505255
dominant,1632363841
dominant,2844475053
dominant,1635384144
dominant,32353841
major-seventh,2842444751
dominant,1632373841
minor-seventh,35384045
minor-sixth,2843474952
major-seventh,2844495154
half-diminished,2834384045
dominant,32373841
major-seventh,27303235
diminished-seventh,2837404346
minor-seventh,2835384045
dominant,1629323540
major-seventh,2839424447
diminished-seventh,2837404346
minor-seventh,2835384045
dominant,1629323540
major-seventh,27303235
minor-seventh,2847505257
minor-seventh,1635384045
dominant,1629323540
major-seventh,2839424447
diminished-seventh,2837404346
minor-seventh,2835384045
dominant,2841444752
minor-seventh,2847505255
dominant,2841444750
dominant,2841444752
dominant,2838414447
major-seventh,27303235
dominant,2841444750
minor-seventh,26303135
dominant,2835384145
half-diminished,2846505257
dominant,2838414448
minor-seventh,2847505257
minor-sixth,2843474952
major-seventh,2847515256
minor-seventh,2835384045
dominant,2842434750
minor-seventh,2838424347
dominant,1638424449
dominant,2842434750
minor-seventh,2842434750
dominant,2835384143
major-sixth,2844495154
major-seventh,28424447
dominant,28384044
dominant,28384246
minor-seventh,2838434752
dominant,2838434554
minor-seventh,28384345
dominant-ninth,28384244
minor-seventh,284345
dominant-ninth,28384044
dominant-ninth,28384246
dominant,28414450
major-seventh,28475156
minor-seventh,40434755
minor-seventh,39434755
minor-seventh,38434755
dominant,28384449
major-seventh,28395156
dominant,28323844
half-diminished,28313846
dominant,28384453
dominant,2832384348
dominant,28323842
dominant,2832384144
major-13th,2838444956
minor-seventh,2838444956
dominant,283238414448
major-seventh,28424447
minor-seventh,274347
minor-ninth,28374449
dominant-ninth,284246
major-seventh,28394751
minor-seventh,2838434752
dominant,2838434554
minor-seventh,28384345
dominant-ninth,28384244
minor-seventh,284345
dominant-ninth,28384044
dominant-ninth,28384246
dominant,28414450
major-seventh,28475156
minor-seventh,28353845
minor-seventh,28353846
minor-seventh,28384247
minor-ninth,28384245
dominant-13th,28414449
minor-sixth,28434952
minor-seventh,283855
minor-ninth,28353843
minor-seventh,28353843
diminished-seventh,2837434649
minor-seventh,28384043
dominant-ninth,28384044
minor-11th,2838404345
dominant,16384147
half-diminished,2838434652
dominant,2838414448
major,283943475154
minor-seventh,2833384347
minor-seventh,2833384347
minor-seventh,334045505559
minor-seventh,2833384347
minor-seventh,2833384347
minor-seventh,2833384347
minor-seventh,334045505559
minor-seventh,2833384347
minor-seventh,2833384347
minor-seventh,2833404347
minor-seventh,334045505559
minor-seventh,2833404347
minor-seventh,2833384347
minor-seventh,2833404347
minor-seventh,334045505559
minor-seventh,2833404347
minor-seventh,2833384347
minor-seventh,283338
minor-seventh,334045505559
minor-seventh,2833384347
minor-seventh,2833384347
minor-seventh,2833384347
minor-seventh,334045505559
minor-seventh,2830384347
minor-seventh,31384047
minor-seventh,28353843
major-minor,31394247
minor-sixth,37434752
minor-sixth,28353743
major-sixth,32353740
diminished,31343740
major-sixth,32353740
diminished,31343740
major-sixth,2832353740
dominant,2838414447
major-sixth,2835374044
dominant,2841444750
major-sixth,2837404447
dominant,2844475053
major-sixth,2840444749
dominant,2847505356
major-sixth,2844474952
dominant,2844475053
major-sixth,2832353740
major-sixth,25323540
major-sixth,32353740
major-sixth,25323540
major-sixth,32353740
major-sixth,35374044
major-sixth,32353740
major-sixth,2532353740
major-sixth,2835374044
major-sixth,2532353740
major-sixth,40444749
major-sixth,25283235
major-sixth,28374047
minor-seventh,31353840
minor-seventh,26313540
minor-seventh,38404347
minor-seventh,31384047
dominant,32353840
dominant,35384044
dominant,38404447
dominant,40444750
dominant,32353840
dominant,26323540
dominant,28353844
dominant,32384047
dominant,35404450
dominant,38444752
major,283944495458
dominant,283844485255
minor-ninth,2831384247
minor-11th,2831384245
dominant,2844505361
major,2832374246
dominant,283844485255
minor-11th,2831374045
dominant,2832384348
minor-ninth,1643475054
minor-seventh,16475055
major,1644495458
dominant,1644485255
dominant-ninth,1739434448
dominant,2629323750
minor-ninth,2730313545
major,16586670
dominant,16556467
minor-ninth,16475559
dominant-ninth,2832384246
minor-11th,2831384245
dominant,283850535661
major,16374246
dominant,16445055
minor-11th,1637404245
dominant,1638414448
minor-ninth,1643475054
minor-seventh,1647505255
major,202749515458
dominant,1644485055
minor-sixth,162331374247
dominant,283842444952
major,2839445156
dominant,2838424449
major,283539424447
minor-seventh,283543455054
dominant,283838424447
major,2839475159
dominant,283842444952
major,1632353944
dominant,2838424449
major,283539424447
minor-seventh,2843475054
dominant,212832353740
major,283539424447
minor-seventh,283543455054
dominant,334452565964
major,283947515459
minor-seventh,283543455054
dominant,334044474952
major,283539424447
minor-seventh,283543455054
dominant,212844474952
major,283551545659
minor-seventh,404347505457
dominant,283842444952
major,353744
dominant,26505360
minor-ninth,33434754
dominant,2850535660
major,353744
dominant,26505360
minor-ninth,33434754
dominant,2850535660
major,353744
dominant,26505360
minor-ninth,33434754
dominant,2850535660
major,2835444952
dominant,2838445055
minor-ninth,2831424750
dominant,2838505659
dominant,2838445055
minor-seventh,285055
minor-seventh,284350
dominant,33435261
dominant,2838445055
minor-seventh,285055
minor-seventh,284350
dominant,164755
dominant,323842
dominant,283844
minor-seventh,28505559
dominant,285057
minor-seventh,284350
dominant,165056
minor-seventh,285055
dominant,28414448
minor-seventh,285055
dominant,285660
dominant,2838445055
minor-seventh,285055
minor-seventh,284350
dominant,233845
major,353744
dominant,26505360
minor-ninth,33434754
dominant,2850535660
major,353744
dominant,26505360
minor-ninth,33434754
dominant,2850535660
major,353744
dominant,26505360
minor-ninth,33434754
dominant,2850535660
dominant-ninth,263237424649
dominant-13th,26323752
dominant-ninth,202630
dominant-13th,26323752
dominant-ninth,20263047
dominant-13th,26323752
dominant,32384347
dominant,26323650
dominant-ninth,20263038
dominant-13th,26323740
dominant,29354043
dominant,263236
dominant,323842
dominant-13th,2838444952
dominant-ninth,273842
dominant-13th,28566164
dominant-ninth,27495358
dominant-13th,28566164
dominant,3250525662
dominant-ninth,16384450
dominant-13th,28444952
dominant,26323843
major,1628475256
dominant,1628445052
minor-seventh,1628384347
minor-seventh,1628384347
major,1628354044
major,1628404447
major,2032444752
minor-seventh,1628434750
major,2335475256
major,1628404447
major,354044
dominant,1628445052
minor-seventh,263135
minor-seventh,1628384347
major,1628354044
major,283235
major,2032444752
minor-seventh,313538
major,2335475256
major,1628404447
dominant,1628445052
minor-13th,1628384349
major,1628323540
major,2032444752
minor-seventh,313538
major,2335475256
major,1628404447
dominant,1628445052
minor-seventh,313540
minor-13th,1628505561
major,1628444752
major,2032565964
minor-seventh,1628555962
major,2032565964
major,1628525659
diminished,1628525558
dominant-11th,162850545759
dominant,1628505660
major,354044
dominant,1628445052
minor-seventh,263135
minor-seventh,1628384347
major,1628354044
major,283235
major,2032444752
minor-seventh,313538
major,2335475256
major,1628404447
major-13th,28353944495458
dominant,283844485055
minor-ninth,162331384247
suspended-fourth,2838424345
dominant-13th,28384449535661
major-seventh,283539404446
half-diminished,28343843
dominant,283844485255
minor-11th,283135384245
dominant,2832384348
minor-ninth,283843475054
minor-11th,283540455055
major,2844475154
dominant-13th,1638414449
major,2844475154
dominant-13th,1638414449
major,2832394251
dominant,283237384246
major,2832394251
dominant,283237384246
half-diminished,28384350
minor-seventh,283843
minor-seventh,28384350
minor-seventh,283843
minor-seventh,28384347
half-diminished,2140434650
major,2839444754
major,2832394251
dominant,283237384246
major,2832394251
dominant,283237384246
half-diminished,28384350
minor-seventh,283843
minor-seventh,28384350
minor-seventh,283843
minor-seventh,28384347
half-diminished,2140434650
major,2839444754
major,2839424451
dominant-13th,283237384246
major,2839424451
dominant-13th,283237384246
minor-seventh,2838434755
dominant,28323842
dominant,2832384250
dominant,28384447
minor-seventh,2838434755
dominant,2832384248
dominant-13th,2832384249
dominant-13th,2838414449
major,283544515463
dominant,1626374246
major,283544515463
dominant,1626374246
half-diminished,28384350
minor-seventh,283843
minor-seventh,28384350
minor-seventh,283843
minor-seventh,28384347
major,1830404447
major,2839444754
minor,233538
major,212832
minor-seventh,333843
major-seventh,162835394044
major-seventh,183035394044
major-seventh,162835394044
half-diminished,1634384043
dominant,2838444852
major-ninth,162838424446
minor-seventh,162838404345
dominant,162832363840
major-seventh,28394044
minor-seventh,283840434750
minor-11th,283542435057
minor-seventh,2838424347
minor-11th,283542435057
dominant-13th,283842444852
major-seventh,2840445152
suspended-fourth,2840455054
major,2638444750
major-seventh,324446495154
suspended-fourth,2840454750
dominant-13th,2838424449
suspended-fourth,2840454750
minor-ninth,162330313845
dominant-13th,283842444852
dominant-ninth,162835384246
dominant-13th,354249505764
minor-seventh,2838434752
dominant-13th,283845475052
minor-seventh,283847505255
minor-seventh,283542435057
dominant-13th,283850545661
major-seventh,183049
major-seventh,20323940444751
major-seventh,183049
major-seventh,20323940444751
major-seventh,183035394044
dominant-13th,21334752
dominant,1931363843
half-diminished,1634384043
dominant,2838444852
dominant,20505459
major,16404449
suspended-fourth,16384245
dominant,20505459
major,16404449
